"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9442","Change profile name","tests","Sat Apr 18 18:35:22 UTC 2026","passed","Sat Apr 18 18:35:32 UTC 2026","TestProfileFeature","feature_profile_test","",""
